category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,age_group,return_probability,risk_score,risk_level
Beauty,37.86,0,1,Credit Card,14-09-2024,18-09-2024,North,0,37.86,5.8,11.24,66,Female,4,60+,0.426834463,42.68,Medium
Sports,99.51,0.05,2,Credit Card,08-04-2025,11-04-2025,North,0,189.07,8.19,48.53,22,Male,3,18-25,0.449552861,44.96,Medium
Toys,7.76,0.05,1,PayPal,31-12-2024,05-01-2025,West,0,7.37,3.72,-0.77,55,Female,5,46-60,0.372686148,37.27,Medium
Grocery,30.17,0.15,1,Credit Card,10-04-2024,15-04-2024,East,0,25.64,4.28,-2.23,29,Male,5,26-35,0.057095516,5.71,Low
Grocery,17.81,0.2,1,Debit Card,18-12-2023,23-12-2023,Central,0,14.25,4.86,-3.72,62,Male,5,60+,0.022107033,2.21,Low
Toys,49.2,0,1,Credit Card,10-08-2024,16-08-2024,West,0,49.2,6.38,13.3,44,Female,6,36-45,0.462735756,46.27,Medium
Electronics,236.98,0,1,UPI,01-08-2025,05-08-2025,South,0,236.98,8.56,19.88,63,Male,4,60+,0.542993659,54.3,High
Sports,23.49,0,1,Credit Card,24-01-2025,28-01-2025,West,0,23.49,4.42,2.63,42,Male,4,36-45,0.348203539,34.82,Low
Toys,52.7,0,1,Credit Card,30-06-2025,05-07-2025,West,0,52.7,7,14.08,35,Male,5,26-35,0.456749755,45.67,Medium
Toys,20.09,0.05,3,Credit Card,24-05-2025,30-05-2025,East,0,57.26,7.4,15.5,32,Male,6,26-35,0.337044788,33.7,Low
Grocery,13.27,0,4,COD,23-07-2025,28-07-2025,Central,0,53.08,4.7,-0.45,40,Male,5,36-45,0.192604716,19.26,Low
Home,125.56,0,1,UPI,22-11-2024,27-11-2024,North,0,125.56,7.14,28.02,21,Male,5,18-25,0.466110603,46.61,Medium
Sports,72.87,0,1,Debit Card,13-10-2023,19-10-2023,East,0,72.87,7.84,14.02,18,Female,6,18-25,0.403920769,40.39,Medium
Electronics,145.69,0,2,Credit Card,18-04-2025,25-04-2025,Central,0,291.38,8.39,26.58,41,Female,7,36-45,0.479902126,47.99,Medium
Beauty,26.26,0.2,1,Debit Card,16-12-2024,21-12-2024,South,0,21.01,4.51,4.94,24,Male,5,18-25,0.423786928,42.38,Medium
Home,176.95,0.2,1,Wallet,03-01-2024,09-01-2024,East,0,141.56,7.16,32.48,18,Female,6,18-25,0.414916934,41.49,Medium
Grocery,33.7,0,1,COD,25-09-2024,30-09-2024,East,0,33.7,6.42,-3.72,36,Male,5,36-45,0.02168329,2.17,Low
Grocery,1.99,0,4,Debit Card,21-04-2025,25-04-2025,Central,0,7.96,1.92,-1.28,25,Male,4,18-25,0.068973336,6.9,Low
Toys,7.78,0.05,1,Debit Card,23-06-2024,26-06-2024,North,0,7.39,1.92,1.04,65,Male,3,60+,0.307416471,30.74,Low
Electronics,537.23,0,1,COD,16-09-2023,19-09-2023,North,0,537.23,9.75,54.72,68,Female,3,60+,0.47192773,47.19,Medium
Home,206.49,0,1,Credit Card,08-11-2024,15-11-2024,East,0,206.49,10.12,47.7,35,Male,7,26-35,0.483601548,48.36,Medium
Sports,33.43,0,1,Credit Card,22-12-2023,27-12-2023,North,0,33.43,6.41,3.62,36,Female,5,36-45,0.362195163,36.22,Medium
Electronics,116.37,0.05,3,UPI,28-12-2023,05-01-2024,East,0,331.65,8.23,31.57,56,Male,8,46-60,0.497998529,49.8,Medium
Fashion,27.49,0,2,UPI,22-12-2023,28-12-2023,East,0,54.98,6.08,13.16,59,Male,6,46-60,0.577243775,57.72,High
Grocery,1.86,0,2,Credit Card,06-05-2024,09-05-2024,Central,0,3.72,3.06,-2.76,32,Male,3,26-35,0.152595973,15.26,Low
Electronics,475.97,0,1,Credit Card,14-01-2025,18-01-2025,West,0,475.97,7.92,49.2,18,Male,4,18-25,0.511242147,51.12,High
Electronics,410.13,0,1,Debit Card,11-05-2024,15-05-2024,North,0,410.13,8.95,40.27,48,Female,4,46-60,0.532072947,53.21,High
Beauty,50.95,0.3,1,Debit Card,16-05-2024,22-05-2024,East,0,35.66,6.4,9.65,24,Female,6,18-25,0.381999025,38.2,Medium
Grocery,8.4,0.05,5,UPI,03-02-2024,07-02-2024,South,0,39.9,6.54,-3.35,39,Male,4,36-45,0.087027525,8.7,Low
Toys,21.91,0,1,Debit Card,21-05-2025,25-05-2025,North,0,21.91,3.83,4.93,48,Male,4,46-60,0.399620744,39.96,Medium
Grocery,41.53,0.2,1,Credit Card,24-11-2023,27-11-2023,North,0,33.22,4.47,-1.81,48,Male,3,46-60,0.036748993,3.67,Low
Sports,323.62,0,1,Credit Card,18-06-2025,23-06-2025,East,0,323.62,10.29,86.8,57,Male,5,46-60,0.458311108,45.83,Medium
Home,19.71,0,1,UPI,15-08-2024,21-08-2024,South,0,19.71,4.96,0.56,55,Male,6,46-60,0.443912664,44.39,Medium
Grocery,1.02,0,1,Credit Card,25-05-2024,30-05-2024,East,0,1.02,2.2,-2.12,20,Male,5,18-25,0.160002195,16,Low
Home,433.77,0,1,Credit Card,26-06-2025,29-06-2025,Central,1,433.77,7.22,114.24,43,Male,3,36-45,0.515679992,51.57,High
Fashion,42.68,0.05,1,Wallet,05-03-2024,10-03-2024,West,0,40.55,5.77,8.42,48,Female,5,46-60,0.532253179,53.23,High
Home,168.7,0,1,Credit Card,19-05-2025,26-05-2025,West,0,168.7,8.16,39.08,51,Female,7,46-60,0.517138057,51.71,High
Toys,49.93,0,1,Wallet,29-07-2025,02-08-2025,South,0,49.93,6.99,12.98,33,Female,4,26-35,0.444710122,44.47,Medium
Grocery,8.47,0.15,2,Debit Card,13-03-2025,18-03-2025,South,0,14.4,4.4,-3.25,37,Male,5,36-45,0.051124999,5.11,Low
Fashion,33.57,0,1,Credit Card,23-01-2024,27-01-2024,Central,0,33.57,5.32,6.43,68,Male,4,60+,0.555488845,55.55,High
Home,34.06,0,2,Debit Card,25-09-2023,29-09-2023,North,0,68.12,5.7,13.37,63,Female,4,60+,0.399418756,39.94,Medium
Grocery,32.11,0,1,COD,15-07-2024,21-07-2024,South,0,32.11,4.49,-1.92,40,Female,6,36-45,0.035296844,3.53,Low
Electronics,389.04,0,1,COD,29-03-2024,02-04-2024,North,0,389.04,7.63,39.05,52,Male,4,46-60,0.534191578,53.42,High
Toys,5.91,0,1,Debit Card,14-04-2024,17-04-2024,North,0,5.91,3.39,-1.03,52,Other,3,46-60,0.28710224,28.71,Low
Home,118.03,0.1,2,COD,18-09-2024,22-09-2024,South,0,212.45,9.3,50.19,46,Female,4,46-60,0.560460603,56.05,High
Home,62.37,0.15,3,UPI,26-06-2025,29-06-2025,North,0,159.04,8.82,35.71,55,Male,3,46-60,0.452504105,45.25,Medium
Home,30.96,0,1,Credit Card,09-12-2024,14-12-2024,West,0,30.96,6.17,2.5,24,Female,5,18-25,0.432525882,43.25,Medium
Home,36.43,0.05,1,COD,16-04-2025,20-04-2025,North,0,34.61,4.45,5.24,58,Male,4,46-60,0.45911485,45.91,Medium
Sports,90.56,0.05,1,Debit Card,10-10-2023,15-10-2023,West,0,86.03,7.29,18.52,35,Male,5,26-35,0.503313056,50.33,High
Grocery,11.94,0.05,1,Credit Card,26-10-2024,01-11-2024,West,0,11.34,4.76,-3.85,24,Female,6,18-25,0.07766874,7.77,Low
Home,215.45,0,1,Credit Card,17-07-2024,24-07-2024,East,0,215.45,7.77,52.56,40,Female,7,36-45,0.491391292,49.14,Medium
Toys,7.6,0.05,4,Credit Card,20-09-2024,25-09-2024,South,0,28.88,6.38,5.17,64,Male,5,60+,0.551130467,55.11,High
Sports,253.37,0.15,1,Debit Card,03-09-2025,06-09-2025,Central,0,215.36,9.96,54.65,32,Male,3,26-35,0.421559511,42.16,Medium
Fashion,40.94,0,1,Debit Card,17-06-2025,21-06-2025,Central,0,40.94,4.6,9.73,35,Male,4,26-35,0.551420617,55.14,High
Beauty,8.6,0,1,Credit Card,12-01-2025,16-01-2025,West,0,8.6,2.96,0.91,31,Female,4,26-35,0.398636725,39.86,Medium
Sports,62.43,0.15,1,COD,22-06-2025,26-06-2025,West,0,53.07,8.22,7.7,63,Female,4,60+,0.412354498,41.24,Medium
Electronics,884.8,0.05,3,Wallet,07-01-2024,13-01-2024,West,0,2521.68,12.53,290.07,30,Male,6,26-35,0.375389536,37.54,Medium
Home,95.63,0,1,Credit Card,02-03-2024,06-03-2024,West,0,95.63,9.07,17.71,51,Female,4,46-60,0.492843343,49.28,Medium
Grocery,28.35,0.1,1,Credit Card,25-06-2025,29-06-2025,Central,0,25.52,4.68,-2.64,32,Male,4,26-35,0.013447819,1.34,Low
Beauty,7.27,0,1,Debit Card,15-04-2025,18-04-2025,North,0,7.27,2.17,1.1,48,Male,3,46-60,0.337462654,33.75,Low
Fashion,125.6,0.1,1,Debit Card,13-02-2024,17-02-2024,West,0,113.04,7.9,31.66,65,Female,4,60+,0.497527787,49.75,Medium
Fashion,32.69,0,4,PayPal,12-11-2024,15-11-2024,North,0,130.76,6.66,39.11,66,Male,3,60+,0.484141059,48.41,Medium
Fashion,140.25,0,1,Wallet,06-09-2024,11-09-2024,East,1,140.25,7.55,41.54,56,Female,5,46-60,0.618735343,61.87,High
Home,274.72,0.05,1,PayPal,25-09-2023,29-09-2023,North,0,260.98,9.1,63.97,24,Female,4,18-25,0.525088047,52.51,High
Fashion,58.04,0,2,Credit Card,09-02-2025,15-02-2025,East,0,116.08,7.03,33.6,55,Female,6,46-60,0.593064921,59.31,High
Electronics,413.13,0,1,PayPal,30-08-2024,03-09-2024,South,0,413.13,8.79,40.79,20,Female,4,18-25,0.517851124,51.79,High
Home,41.29,0,1,COD,11-09-2024,16-09-2024,West,0,41.29,4.19,7.37,63,Female,5,60+,0.442855364,44.29,Medium
Beauty,25.62,0,1,PayPal,01-12-2023,05-12-2023,Central,0,25.62,6.05,5.48,49,Male,4,46-60,0.44538418,44.54,Medium
Electronics,309.15,0.05,1,COD,27-02-2024,05-03-2024,East,0,293.69,9.11,26.13,50,Female,7,46-60,0.533561569,53.36,High
Electronics,182.17,0,1,Debit Card,08-08-2024,12-08-2024,South,0,182.17,8.24,13.62,40,Male,4,36-45,0.476080893,47.61,Medium
Electronics,278.95,0.15,1,Credit Card,18-09-2024,24-09-2024,East,0,237.11,6.78,21.67,39,Other,6,36-45,0.53265952,53.27,High
Fashion,135.15,0,1,COD,28-02-2024,06-03-2024,East,0,135.15,7.76,39.54,27,Male,7,26-35,0.507203441,50.72,High
Fashion,5.26,0.1,1,Debit Card,15-01-2024,20-01-2024,West,0,4.73,1.41,0.25,26,Male,5,26-35,0.129482056,12.95,Low
Beauty,16.22,0,1,Credit Card,05-01-2024,13-01-2024,East,0,16.22,4.87,2.43,41,Female,8,36-45,0.390170846,39.02,Medium
Home,63.45,0,1,Credit Card,26-11-2023,03-12-2023,East,0,63.45,5.95,11.82,65,Male,7,60+,0.437915826,43.79,Medium
Fashion,164.8,0.2,1,Credit Card,10-10-2023,14-10-2023,North,0,131.84,5.96,40.18,49,Male,4,46-60,0.490323403,49.03,Medium
Toys,73.7,0,1,Wallet,16-11-2023,20-11-2023,West,0,73.7,6.11,23.37,31,Male,4,26-35,0.402164124,40.22,Medium
Home,126.01,0,1,Debit Card,04-02-2025,09-02-2025,East,0,126.01,5.32,29.96,50,Female,5,46-60,0.427003092,42.7,Medium
Electronics,309.52,0,1,UPI,15-08-2024,20-08-2024,East,0,309.52,8.23,28.91,20,Female,5,18-25,0.544177131,54.42,High
Fashion,119.82,0,1,Debit Card,04-12-2023,10-12-2023,South,1,119.82,6.39,35.55,60,Female,6,46-60,0.610942445,61.09,High
Grocery,1.09,0,1,COD,29-04-2025,04-05-2025,East,0,1.09,1.22,-1.13,53,Male,5,46-60,0.052450811,5.25,Low
Grocery,11.88,0.15,1,COD,12-03-2025,17-03-2025,South,0,10.1,4.56,-3.75,38,Male,5,36-45,0.054938833,5.49,Low
Fashion,6.23,0.15,1,Credit Card,26-03-2025,30-03-2025,North,0,5.3,3.21,-1.36,50,Female,4,46-60,0.324592993,32.46,Low
Electronics,1170.31,0.05,1,Debit Card,18-12-2024,22-12-2024,Central,0,1111.79,11.47,121.94,32,Male,4,26-35,0.480024926,48,Medium
Home,60.81,0,1,Debit Card,21-12-2024,26-12-2024,North,0,60.81,5.5,11.53,52,Male,5,46-60,0.437936593,43.79,Medium
Home,106.86,0.05,1,Wallet,04-08-2025,09-08-2025,South,0,101.52,7.05,21.38,55,Female,5,46-60,0.505135539,50.51,High
Home,81.17,0.2,1,Wallet,09-03-2025,13-03-2025,North,0,64.94,7.12,11.06,19,Female,4,18-25,0.429105324,42.91,Medium
Beauty,57.9,0.15,1,Credit Card,25-02-2025,03-03-2025,East,0,49.22,5.57,16.58,44,Male,6,36-45,0.405423811,40.54,Medium
Fashion,428.38,0,1,Debit Card,14-02-2024,22-02-2024,East,0,428.38,9.79,140.14,39,Male,8,36-45,0.42405484,42.41,Medium
Electronics,73.02,0.1,2,Credit Card,28-06-2024,03-07-2024,West,0,131.44,6.39,9.38,24,Female,5,18-25,0.449615773,44.96,Medium
Beauty,35.26,0.1,1,UPI,05-08-2025,10-08-2025,North,0,31.73,5.26,9.02,55,Male,5,46-60,0.449313801,44.93,Medium
Grocery,7.04,0.15,2,Credit Card,30-01-2025,03-02-2025,South,0,11.97,4.65,-3.69,61,Male,4,60+,0.04072266,4.07,Low
Electronics,98.67,0,2,Debit Card,30-09-2023,04-10-2023,North,0,197.34,9.02,14.66,48,Male,4,46-60,0.447860299,44.79,Medium
Sports,61.13,0.1,1,COD,01-12-2023,06-12-2023,North,0,55.02,6.64,9.87,41,Female,5,36-45,0.399831053,39.98,Medium
Home,838.28,0,1,Credit Card,14-03-2025,19-03-2025,North,0,838.28,10.7,224.02,62,Female,5,60+,0.413175328,41.32,Medium
Fashion,26.76,0,1,Debit Card,13-09-2024,18-09-2024,South,0,26.76,3.74,5.63,60,Male,5,46-60,0.560634646,56.06,High
Toys,8.39,0,1,Credit Card,18-11-2023,25-11-2023,East,0,8.39,1.28,2.08,65,Female,7,60+,0.349447537,34.94,Low
Home,256.47,0.1,1,Debit Card,10-01-2024,14-01-2024,Central,0,230.82,6.93,57.7,49,Male,4,46-60,0.501458251,50.15,High
Beauty,52.6,0,2,Debit Card,16-09-2024,22-09-2024,South,0,105.2,6.11,41.23,24,Female,6,18-25,0.42315392,42.32,Medium
Home,64.48,0,1,COD,05-04-2025,10-04-2025,South,0,64.48,5.73,12.32,23,Male,5,18-25,0.468303651,46.83,Medium
Electronics,165.3,0.2,1,Credit Card,17-08-2025,22-08-2025,South,1,132.24,7.31,8.56,52,Male,5,46-60,0.580661641,58.07,High
Beauty,28.53,0,1,Credit Card,01-08-2024,07-08-2024,North,0,28.53,5.06,7.78,32,Male,6,26-35,0.444355424,44.44,Medium
Home,40.24,0.1,2,Credit Card,07-01-2024,12-01-2024,East,0,72.43,5.5,14.78,62,Male,5,60+,0.364106952,36.41,Medium
Electronics,264.84,0,3,PayPal,18-12-2024,23-12-2024,East,0,794.52,8.39,86.95,26,Female,5,26-35,0.500948562,50.09,High
Beauty,6.73,0.1,1,Debit Card,23-11-2024,29-11-2024,East,0,6.06,4.24,-1.51,39,Female,6,36-45,0.278091725,27.81,Low
Electronics,168.13,0.05,3,Wallet,02-12-2023,08-12-2023,South,0,479.17,9.79,47.71,23,Male,6,18-25,0.55934181,55.93,High
Fashion,22.36,0,2,Debit Card,25-08-2024,29-08-2024,North,0,44.72,5.92,9.73,29,Female,4,26-35,0.592013447,59.2,High
Toys,25.35,0,1,Wallet,25-08-2025,29-08-2025,West,1,25.35,4.56,5.58,67,Female,4,60+,0.424381117,42.44,Medium
Electronics,157.79,0,1,UPI,29-05-2024,01-06-2024,North,0,157.79,6.55,12.38,59,Female,3,46-60,0.442056427,44.21,Medium
Sports,234.95,0.05,1,COD,13-08-2024,17-08-2024,North,0,223.2,8.23,58.73,62,Male,4,60+,0.520089066,52.01,High
Grocery,54.68,0.15,1,UPI,31-05-2025,03-06-2025,North,0,46.48,6.37,-2.65,28,Male,3,26-35,0.027143773,2.71,Low
Electronics,77.47,0.05,1,Debit Card,19-02-2024,24-02-2024,West,0,73.6,6.89,1.94,25,Female,5,18-25,0.488582019,48.86,Medium
Home,76.74,0,1,Credit Card,16-01-2025,19-01-2025,Central,0,76.74,4.75,16.74,36,Female,3,36-45,0.432716127,43.27,Medium
Beauty,11.8,0,1,Credit Card,04-08-2024,08-08-2024,North,0,11.8,2.72,2.59,52,Female,4,46-60,0.364423599,36.44,Medium
Home,67.12,0,4,Credit Card,09-07-2025,13-07-2025,West,0,268.48,9.1,66.07,38,Female,4,36-45,0.453852484,45.39,Medium
Beauty,10.56,0,1,Debit Card,14-11-2024,18-11-2024,Central,0,10.56,4.11,0.64,18,Male,4,18-25,0.408783718,40.88,Medium
Home,73.51,0.1,1,Debit Card,14-07-2025,17-07-2025,Central,0,66.16,6.83,11.69,20,Female,3,18-25,0.482187636,48.22,Medium
Electronics,99.55,0.1,1,UPI,04-01-2024,08-01-2024,South,0,89.6,6.83,3.92,68,Female,4,60+,0.518410024,51.84,High
Electronics,156.68,0.1,1,Credit Card,03-06-2024,10-06-2024,East,0,141.01,8.29,8.63,20,Male,7,18-25,0.449380805,44.94,Medium
Sports,145.46,0.1,1,UPI,21-12-2024,27-12-2024,East,0,130.91,9.17,30.1,23,Female,6,18-25,0.503056519,50.31,High
Fashion,25.73,0,1,Wallet,30-03-2024,03-04-2024,Central,0,25.73,4.65,4.36,39,Male,4,36-45,0.570598826,57.06,High
Toys,6.58,0,1,PayPal,08-12-2023,14-12-2023,East,0,6.58,4.64,-2.01,50,Female,6,46-60,0.313145229,31.31,Low
Sports,21.29,0,1,COD,06-01-2024,14-01-2024,South,0,21.29,4.35,2.04,68,Male,8,60+,0.330774581,33.08,Low
Electronics,189.01,0.05,2,Debit Card,24-06-2025,27-06-2025,North,0,359.12,9.09,34,27,Male,3,26-35,0.519045172,51.9,High
Fashion,55.7,0,1,UPI,11-02-2024,15-02-2024,Central,0,55.7,7.37,12.12,39,Male,4,36-45,0.600493822,60.05,High
Fashion,19.36,0,3,UPI,09-08-2025,13-08-2025,Central,0,58.08,5.64,14.69,18,Male,4,18-25,0.365833317,36.58,Medium
Beauty,16.45,0.2,1,PayPal,08-12-2023,15-12-2023,West,0,13.16,4.97,0.95,56,Female,7,46-60,0.415563898,41.56,Medium
Toys,61.88,0,2,Credit Card,25-08-2025,01-09-2025,Central,0,123.76,6.41,43.09,60,Male,7,46-60,0.378055097,37.81,Medium
Electronics,311.23,0,1,Credit Card,19-11-2024,23-11-2024,North,0,311.23,9.77,27.58,36,Female,4,36-45,0.533274037,53.33,High
Fashion,42.33,0,1,Credit Card,10-07-2025,16-07-2025,East,0,42.33,5.1,9.72,34,Female,6,26-35,0.573114427,57.31,High
Home,79.46,0,1,Credit Card,10-03-2025,15-03-2025,West,0,79.46,6.14,16.11,20,Female,5,18-25,0.476317644,47.63,Medium
Fashion,45.01,0,2,Debit Card,07-09-2025,11-09-2025,North,0,90.02,6.82,24.69,58,Male,4,46-60,0.5757141,57.57,High
Beauty,105.2,0.2,2,Credit Card,08-10-2023,13-10-2023,South,0,168.32,9.43,66.31,34,Female,5,26-35,0.464510838,46.45,Medium
Home,48.55,0.05,1,Credit Card,15-07-2024,20-07-2024,East,0,46.12,5.88,7.03,65,Male,5,60+,0.418564479,41.86,Medium
Fashion,144.93,0.05,1,Credit Card,14-02-2024,19-02-2024,Central,1,137.68,7.41,40.78,19,Male,5,18-25,0.583182421,58.32,High
Home,31.25,0.15,1,Credit Card,26-11-2023,01-12-2023,East,0,26.56,6.21,1.23,51,Female,5,46-60,0.396793403,39.68,Medium
Fashion,10.79,0,3,UPI,03-02-2024,06-02-2024,North,0,32.37,5.31,6.02,23,Female,3,18-25,0.499144055,49.91,Medium
Fashion,57.28,0,1,Credit Card,23-08-2024,28-08-2024,South,0,57.28,5.49,14.56,50,Male,5,46-60,0.589879634,58.99,High
Fashion,19.22,0.15,3,UPI,07-12-2023,13-12-2023,East,0,49.01,5.69,11.46,48,Female,6,46-60,0.474108429,47.41,Medium
Beauty,17.4,0,1,PayPal,23-03-2024,28-03-2024,South,0,17.4,3.31,4.52,36,Female,5,36-45,0.404358127,40.44,Medium
Home,182.23,0.1,5,Wallet,11-10-2024,16-10-2024,North,0,820.04,10.09,219.52,69,Female,5,60+,0.3262168,32.62,Low
Fashion,42.63,0,1,Credit Card,17-05-2025,21-05-2025,North,0,42.63,5.32,9.6,58,Male,4,46-60,0.562848091,56.28,High
Electronics,54.5,0,1,Credit Card,19-08-2024,24-08-2024,East,0,54.5,4.71,1.83,43,Male,5,36-45,0.428782882,42.88,Medium
Electronics,168.64,0,1,Debit Card,15-02-2024,22-02-2024,South,0,168.64,6.37,13.87,22,Male,7,18-25,0.422397691,42.24,Medium
Electronics,71.73,0,5,Credit Card,11-10-2023,15-10-2023,South,0,358.65,8.5,34.54,31,Male,4,26-35,0.445141222,44.51,Medium
Home,353.02,0.05,1,Debit Card,10-08-2024,14-08-2024,Central,0,335.37,8,85.9,35,Male,4,26-35,0.505353986,50.54,High
Fashion,82.83,0.15,2,COD,05-10-2023,09-10-2023,North,0,140.81,8.38,40.9,43,Male,4,36-45,0.547374835,54.74,High
Home,553.17,0,1,Wallet,24-09-2023,28-09-2023,West,0,553.17,10.14,144.75,68,Female,4,60+,0.452477733,45.25,Medium
Fashion,111.39,0,1,COD,08-07-2024,12-07-2024,West,0,111.39,6.42,32.57,58,Female,4,46-60,0.562758794,56.28,High
Beauty,18.8,0,3,COD,11-02-2025,16-02-2025,West,0,56.4,6.67,18.71,61,Female,5,60+,0.38007042,38.01,Medium
Sports,220.64,0,1,COD,31-01-2025,06-02-2025,West,0,220.64,9.1,57.09,27,Female,6,26-35,0.49290427,49.29,Medium
Home,156.95,0,1,Wallet,27-02-2025,04-03-2025,West,0,156.95,6.88,37.07,58,Male,5,46-60,0.527066205,52.71,High
Electronics,291.67,0.1,1,Debit Card,10-08-2024,14-08-2024,West,1,262.5,7.03,24.47,37,Male,4,36-45,0.588609106,58.86,High
Electronics,200.49,0.1,2,COD,31-07-2025,04-08-2025,West,0,360.88,8.39,34.92,47,Male,4,46-60,0.57488213,57.49,High
Fashion,61.17,0.1,1,Debit Card,25-04-2024,28-04-2024,North,0,55.05,8.55,10.72,40,Male,3,36-45,0.405506005,40.55,Medium
Home,127.44,0,2,UPI,09-10-2024,12-10-2024,North,0,254.88,8.95,62.42,61,Female,3,60+,0.459348488,45.93,Medium
Electronics,359.53,0,2,Credit Card,02-07-2024,07-07-2024,South,0,719.06,10.58,75.71,36,Female,5,36-45,0.533624367,53.36,High
Fashion,30.1,0,1,Credit Card,14-09-2024,17-09-2024,North,0,30.1,4.22,6.32,48,Male,3,46-60,0.549775298,54.98,High
Grocery,18.7,0.1,1,Credit Card,25-12-2024,30-12-2024,East,0,16.83,5.8,-4.45,61,Female,5,60+,0.071677833,7.17,Low
Electronics,77.57,0,1,PayPal,12-01-2025,17-01-2025,South,0,77.57,7.05,2.26,29,Female,5,26-35,0.501049799,50.1,High
Grocery,18.05,0,1,Credit Card,02-09-2025,05-09-2025,North,0,18.05,4.08,-2.64,40,Male,3,36-45,0.108290719,10.83,Low
Toys,27.81,0,1,PayPal,13-03-2025,18-03-2025,South,0,27.81,5.24,5.88,29,Female,5,26-35,0.454839988,45.48,Medium
Toys,16.27,0,1,Debit Card,04-03-2024,07-03-2024,Central,0,16.27,4.32,2.19,42,Male,3,36-45,0.388262617,38.83,Medium
Toys,8.01,0,1,COD,01-10-2024,06-10-2024,South,0,8.01,4.27,-1.07,37,Male,5,36-45,0.483998805,48.4,Medium
Electronics,288.05,0,1,Debit Card,13-11-2024,17-11-2024,West,0,288.05,7.9,26.67,30,Female,4,26-35,0.544047162,54.4,High
Electronics,92.69,0,1,Debit Card,16-11-2024,20-11-2024,West,0,92.69,5.92,5.2,20,Male,4,18-25,0.387376127,38.74,Medium
Electronics,159.09,0,1,Credit Card,21-01-2024,25-01-2024,Central,0,159.09,7.28,11.81,44,Male,4,36-45,0.472955662,47.3,Medium
Electronics,227.77,0.1,1,Debit Card,19-05-2025,25-05-2025,South,0,204.99,9.08,15.52,19,Female,6,18-25,0.505993525,50.6,High
Fashion,59.99,0,1,Credit Card,09-02-2025,15-02-2025,North,0,59.99,6.96,14.04,23,Female,6,18-25,0.560694729,56.07,High
Toys,6.08,0.05,1,UPI,29-06-2024,03-07-2024,North,0,5.78,3.6,-1.29,30,Other,4,26-35,0.295753467,29.58,Low
Fashion,13.47,0.15,1,UPI,28-04-2025,02-05-2025,North,0,11.45,4.23,-0.22,25,Male,4,18-25,0.483191887,48.32,Medium
Fashion,51.02,0,3,COD,04-03-2025,10-03-2025,East,0,153.06,6.24,47.33,26,Male,6,26-35,0.52072731,52.07,High
Sports,121.9,0,2,Credit Card,30-12-2024,05-01-2025,East,0,243.8,7.61,65.53,67,Male,6,60+,0.462739448,46.27,Medium
Electronics,78.39,0.05,1,UPI,22-05-2024,27-05-2024,East,0,74.47,6.44,2.5,69,Male,5,60+,0.502472361,50.25,High
Home,14.44,0.05,1,UPI,08-05-2025,14-05-2025,South,0,13.72,4.45,-0.61,18,Female,6,18-25,0.39355816,39.36,Medium
Fashion,12.83,0,1,COD,28-09-2023,04-10-2023,South,0,12.83,3.98,0.51,29,Female,6,26-35,0.551448636,55.14,High
Toys,47.49,0,1,Debit Card,26-06-2025,02-07-2025,South,0,47.49,4,15,53,Female,6,46-60,0.407878179,40.79,Medium
Home,157.03,0.1,3,PayPal,20-12-2023,24-12-2023,West,0,423.98,7.45,111.26,39,Female,4,36-45,0.542516965,54.25,High
Sports,259.63,0,1,COD,20-08-2025,25-08-2025,Central,1,259.63,7.67,70.22,52,Female,5,46-60,0.498573018,49.86,Medium
Electronics,405.15,0,1,Credit Card,10-01-2025,16-01-2025,East,0,405.15,8.54,40.08,41,Male,6,36-45,0.565483215,56.55,High
Grocery,45.23,0.15,1,Credit Card,13-05-2025,20-05-2025,East,0,38.45,4.35,-1.27,52,Female,7,46-60,0.159313449,15.93,Low
Fashion,33.41,0,1,Debit Card,12-01-2025,17-01-2025,North,0,33.41,5.27,6.42,67,Male,5,60+,0.601495642,60.15,High
Sports,99.88,0.05,2,Debit Card,26-04-2025,02-05-2025,East,0,189.77,6.93,50,58,Female,6,46-60,0.487513813,48.75,Medium
Grocery,13.1,0.05,1,Credit Card,31-07-2024,05-08-2024,West,0,12.44,5.39,-4.39,67,Female,5,60+,0.094941194,9.49,Low
Home,10.41,0,1,Credit Card,10-05-2024,15-05-2024,South,0,10.41,4.26,-1.35,28,Male,5,26-35,0.425068661,42.51,Medium
Home,13.67,0,2,Credit Card,19-08-2025,24-08-2025,East,0,27.34,3.95,3.71,57,Female,5,46-60,0.406998365,40.7,Medium
Electronics,101.01,0.1,1,UPI,08-01-2025,13-01-2025,South,0,90.91,7.29,3.62,38,Female,5,36-45,0.569719857,56.97,High
Home,104.23,0,1,Credit Card,17-06-2025,22-06-2025,East,0,104.23,7.6,21.58,45,Male,5,36-45,0.501751758,50.18,High
Toys,13.07,0.2,1,PayPal,28-06-2025,01-07-2025,North,0,10.46,4.29,-0.11,66,Female,3,60+,0.428432354,42.84,Medium
Electronics,302.19,0.05,1,Debit Card,09-03-2024,15-03-2024,East,0,287.08,9.02,25.43,42,Female,6,36-45,0.594745325,59.47,High
Grocery,22.22,0.1,1,Wallet,17-04-2024,23-04-2024,South,0,20,4.43,-2.83,69,Male,6,60+,0.050639743,5.06,Low
