category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,return_probability,risk_score,risk_level
Sports,154.79,0.0,1,Debit Card,2025-04-01,2025-04-06,Central,0,154.79,8.47,37.97,58,Other,5,0.5063534703437632,50.64,High
Fashion,34.33,0.0,1,PayPal,2023-12-24,2023-12-29,South,0,34.33,3.58,8.44,30,Female,5,0.5868177448386129,58.68,High
Fashion,49.66,0.05,1,Wallet,2025-07-29,2025-08-03,West,0,47.18,6.46,10.05,64,Female,5,0.5312574318985381,53.13,High
Home,98.7,0.0,1,Credit Card,2024-05-16,2024-05-21,Central,0,98.7,6.54,21.1,51,Female,5,0.5096921549719826,50.97,High
Fashion,39.47,0.0,1,PayPal,2025-07-11,2025-07-14,Central,0,39.47,6.34,7.47,25,Female,3,0.534665568266097,53.47,High
Electronics,246.68,0.1,1,Debit Card,2024-03-15,2024-03-20,West,0,222.01,9.61,17.03,46,Female,5,0.539259723340347,53.93,High
Fashion,101.39,0.0,1,UPI,2024-04-28,2024-05-04,South,0,101.39,8.06,27.43,52,Female,6,0.5774002569919335,57.74,High
Fashion,27.34,0.0,2,Wallet,2024-01-24,2024-01-28,West,0,54.68,5.63,13.51,55,Female,4,0.5765656722302844,57.66,High
Fashion,27.12,0.1,1,Credit Card,2024-12-08,2024-12-12,North,0,24.41,4.37,4.17,19,Female,4,0.5432554164941152,54.33,High
Fashion,79.44,0.1,5,Credit Card,2025-09-09,2025-09-14,Central,0,357.48,9.23,115.89,56,Male,5,0.502013700078467,50.2,High
Home,250.5,0.1,2,Debit Card,2025-05-22,2025-05-26,Central,0,450.9,8.81,117.44,35,Female,4,0.5183542978565162,51.84,High
Electronics,435.62,0.05,1,Debit Card,2024-10-15,2024-10-19,West,0,413.84,8.35,41.31,34,Female,4,0.5705694744474871,57.06,High
Electronics,210.02,0.0,2,Debit Card,2025-03-17,2025-03-22,East,0,420.04,7.4,43.0,52,Female,5,0.5446647637112488,54.47,High
Electronics,784.29,0.1,1,Credit Card,2025-09-04,2025-09-07,North,0,705.86,9.97,74.73,43,Female,3,0.5231802450451901,52.32,High
Home,203.74,0.0,1,Wallet,2024-08-31,2024-09-04,South,0,203.74,10.29,46.76,49,Male,4,0.5223726934289665,52.24,High
Fashion,69.29,0.1,1,Credit Card,2025-01-28,2025-02-01,South,0,62.36,5.41,16.42,53,Male,4,0.5019591877936385,50.2,High
Electronics,566.03,0.0,1,Debit Card,2024-05-24,2024-05-27,North,1,566.03,8.69,59.23,27,Female,3,0.526551164801932,52.66,High
Home,140.86,0.0,1,PayPal,2024-12-11,2024-12-16,South,0,140.86,6.78,32.66,50,Female,5,0.5165489806418383,51.65,High
Fashion,11.77,0.0,3,COD,2025-03-21,2025-03-26,South,0,35.31,4.59,7.77,35,Male,5,0.5703753394193586,57.04,High
Fashion,37.99,0.0,1,UPI,2023-10-27,2023-10-30,North,0,37.99,6.23,7.07,30,Female,3,0.5553330203690547,55.53,High
Fashion,129.01,0.0,1,Credit Card,2023-12-15,2023-12-20,East,0,129.01,7.13,38.02,34,Male,5,0.5865145051162742,58.65,High
Electronics,213.39,0.0,1,Credit Card,2024-12-07,2024-12-11,Central,0,213.39,8.49,17.12,40,Male,4,0.5293116374926082,52.93,High
Electronics,230.16,0.0,1,Wallet,2024-11-29,2024-12-05,West,0,230.16,8.23,19.39,42,Female,6,0.5382504345879551,53.83,High
Fashion,66.01,0.0,1,Credit Card,2024-10-21,2024-10-27,West,0,66.01,4.89,18.21,33,Other,6,0.5357486497148405,53.57,High
Electronics,151.5,0.0,2,COD,2024-05-15,2024-05-19,Central,1,303.0,8.61,27.75,59,Male,4,0.5055693201242848,50.56,High
Sports,224.54,0.05,1,Debit Card,2025-03-24,2025-03-30,East,0,213.31,8.32,55.67,41,Female,6,0.5245394631087109,52.45,High
Fashion,25.84,0.0,1,COD,2025-01-31,2025-02-06,East,0,25.84,6.23,2.81,28,Female,6,0.5632918009139776,56.33,High
Electronics,1081.82,0.0,1,UPI,2024-04-07,2024-04-12,South,0,1081.82,11.06,118.76,54,Male,5,0.5026881038297243,50.27,High
Fashion,84.88,0.15,2,Debit Card,2025-07-13,2025-07-19,West,0,144.3,8.64,41.86,61,Female,6,0.5181030395361834,51.81,High
Fashion,142.45,0.0,1,PayPal,2024-01-05,2024-01-10,East,0,142.45,6.85,43.01,58,Male,5,0.631033193058953,63.1,High
Electronics,548.79,0.0,2,PayPal,2024-05-12,2024-05-18,East,1,1097.58,9.58,122.13,27,Male,6,0.5703852237896128,57.04,High
Fashion,34.2,0.05,1,Debit Card,2024-09-08,2024-09-12,West,0,32.49,5.34,6.03,59,Male,4,0.5816753861723017,58.17,High
Fashion,57.86,0.0,2,Credit Card,2024-07-04,2024-07-08,North,0,115.72,6.49,34.01,45,Male,4,0.5521188907507208,55.21,High
Fashion,109.29,0.0,1,Debit Card,2024-10-06,2024-10-10,Central,0,109.29,6.89,31.36,52,Female,4,0.5550853501942405,55.51,High
Electronics,224.68,0.0,2,Credit Card,2025-09-08,2025-09-14,South,0,449.36,10.32,43.6,43,Female,6,0.5580338154338762,55.8,High
Fashion,22.19,0.05,1,PayPal,2024-10-13,2024-10-18,South,0,21.08,3.99,3.39,61,Female,5,0.5449126768915086,54.49,High
Home,179.94,0.1,1,Credit Card,2024-02-19,2024-02-23,West,0,161.95,8.87,36.48,45,Female,4,0.5530677953072742,55.31,High
Home,109.61,0.1,2,Credit Card,2025-06-17,2025-06-21,West,0,197.3,8.26,46.98,42,Female,4,0.5553239061127422,55.53,High
Home,689.38,0.05,1,Debit Card,2024-10-21,2024-10-27,East,1,654.91,8.78,174.59,26,Male,6,0.5542103602801368,55.42,High
Electronics,298.89,0.0,1,Credit Card,2025-07-17,2025-07-21,Central,0,298.89,8.94,26.93,50,Male,4,0.5398342442856968,53.98,High
Home,159.03,0.0,1,Debit Card,2024-05-05,2024-05-11,South,0,159.03,8.74,35.79,61,Female,6,0.5113524282346991,51.14,High
Fashion,24.6,0.0,1,Debit Card,2024-03-17,2024-03-22,South,0,24.6,4.18,4.43,37,Female,5,0.5877779199451063,58.78,High
Electronics,583.75,0.0,1,Credit Card,2025-05-04,2025-05-10,South,0,583.75,10.09,59.96,41,Male,6,0.525586280932459,52.56,High
Home,191.18,0.0,1,UPI,2024-06-11,2024-06-16,East,0,191.18,8.31,45.22,31,Female,5,0.5155371847871564,51.55,High
Fashion,71.93,0.0,1,Credit Card,2024-09-27,2024-10-01,South,0,71.93,7.01,18.17,34,Male,4,0.6044885755047628,60.45,High
Fashion,11.24,0.0,3,UPI,2024-01-18,2024-01-24,North,0,33.72,5.53,6.27,69,Male,6,0.5694563093773239,56.95,High
Electronics,74.25,0.0,1,PayPal,2024-10-07,2024-10-13,North,0,74.25,6.54,2.37,66,Female,6,0.5548668762861021,55.49,High
Fashion,44.73,0.0,2,PayPal,2025-07-12,2025-07-16,West,0,89.46,5.43,25.88,48,Male,4,0.5131373803385344,51.31,High
Electronics,233.21,0.0,1,Wallet,2024-02-22,2024-02-29,East,0,233.21,8.58,19.41,42,Male,7,0.5155725865773573,51.56,High
Beauty,10.67,0.05,3,Debit Card,2025-01-28,2025-02-02,Central,1,30.41,6.22,7.46,52,Male,5,0.5062332003512915,50.62,High
Fashion,39.45,0.0,1,Credit Card,2025-08-18,2025-08-22,North,0,39.45,5.63,8.18,31,Other,4,0.5938963284832394,59.39,High
Home,137.04,0.05,1,PayPal,2025-03-05,2025-03-10,Central,0,130.19,8.51,27.94,50,Male,5,0.543934365503223,54.39,High
Fashion,24.37,0.0,1,UPI,2025-05-16,2025-05-21,West,0,24.37,3.93,4.6,40,Female,5,0.5885951467436592,58.86,High
Fashion,67.28,0.0,1,Debit Card,2025-09-01,2025-09-05,West,0,67.28,4.88,18.67,38,Male,4,0.5448734992984258,54.49,High
Fashion,23.89,0.0,1,PayPal,2024-12-23,2024-12-28,East,0,23.89,4.68,3.68,55,Male,5,0.5781592399397577,57.82,High
Electronics,565.15,0.15,1,Credit Card,2025-02-06,2025-02-09,Central,0,480.38,8.62,49.03,40,Female,3,0.5304869333537011,53.05,High
Electronics,434.51,0.1,1,Debit Card,2024-02-19,2024-02-23,West,0,391.06,8.41,38.52,20,Female,4,0.5204549007810066,52.05,High
Electronics,183.02,0.1,1,PayPal,2024-10-28,2024-11-02,West,0,164.72,8.49,11.28,35,Male,5,0.5329672597727594,53.3,High
Fashion,38.53,0.0,2,Credit Card,2025-02-14,2025-02-17,Central,0,77.06,6.29,20.68,62,Other,3,0.5813657201960696,58.14,High
Fashion,81.25,0.0,4,Wallet,2025-01-09,2025-01-15,East,1,325.0,9.76,103.99,25,Female,6,0.5815504083272903,58.16,High
Electronics,313.33,0.05,2,PayPal,2024-12-15,2024-12-19,North,0,595.33,9.91,61.53,61,Male,4,0.5130882526480112,51.31,High
Electronics,76.16,0.0,1,Credit Card,2025-03-12,2025-03-18,Central,0,76.16,7.28,1.86,58,Male,6,0.5810814815052872,58.11,High
Electronics,485.64,0.0,1,Debit Card,2023-10-04,2023-10-07,North,0,485.64,9.76,48.52,41,Male,3,0.5610994783308421,56.11,High
Sports,92.22,0.05,1,Credit Card,2025-09-05,2025-09-12,South,1,87.61,9.28,17.0,36,Female,7,0.5110082291193335,51.1,High
Electronics,169.77,0.15,1,Credit Card,2023-12-31,2024-01-05,South,0,144.3,6.77,10.55,54,Female,5,0.5064957021549555,50.65,High
Electronics,774.77,0.0,1,Credit Card,2025-03-14,2025-03-19,South,0,774.77,10.5,82.47,65,Male,5,0.5046387371210258,50.46,High
Sports,91.32,0.0,1,Debit Card,2025-07-03,2025-07-09,East,1,91.32,7.82,19.58,34,Male,6,0.5006104064610676,50.06,High
Fashion,67.58,0.05,1,Wallet,2025-07-12,2025-07-18,West,0,64.2,7.99,14.48,31,Female,6,0.5153471855204098,51.53,High
Electronics,807.58,0.05,1,Credit Card,2024-03-01,2024-03-05,Central,0,767.2,9.79,82.27,31,Female,4,0.5551632404878606,55.52,High
Electronics,435.47,0.15,1,PayPal,2024-04-03,2024-04-07,South,1,370.15,9.19,35.23,39,Male,4,0.6055852587179072,60.56,High
Electronics,284.08,0.0,4,PayPal,2025-07-01,2025-07-06,North,1,1136.32,11.56,124.8,65,Female,5,0.5271587885636952,52.72,High
Home,138.34,0.1,1,Credit Card,2023-12-14,2023-12-19,East,0,124.51,7.14,27.72,59,Male,5,0.5433336211991641,54.33,High
Home,226.92,0.0,1,PayPal,2025-06-22,2025-06-28,South,0,226.92,8.12,55.42,64,Other,6,0.506651480006735,50.67,High
Electronics,788.18,0.1,1,UPI,2024-05-05,2024-05-09,West,0,709.36,10.87,74.25,26,Male,4,0.572617396465867,57.26,High
Fashion,37.2,0.05,1,Debit Card,2025-01-05,2025-01-09,West,0,35.34,5.05,7.32,45,Male,4,0.57435372581578,57.44,High
Fashion,96.69,0.2,1,Credit Card,2025-03-16,2025-03-21,East,1,77.35,5.97,21.1,56,Female,5,0.578619916106405,57.86,High
Fashion,90.74,0.0,1,Credit Card,2025-02-24,2025-02-28,North,0,90.74,6.17,25.59,36,Other,4,0.5792235097798862,57.92,High
Fashion,38.38,0.05,1,Debit Card,2024-08-06,2024-08-11,West,0,36.46,5.48,7.28,40,Male,5,0.5663884734225462,56.64,High
Fashion,67.35,0.0,1,Debit Card,2024-09-21,2024-09-24,North,0,67.35,5.49,18.08,62,Female,3,0.5698865013383297,56.99,High
Electronics,125.99,0.0,1,Credit Card,2025-08-22,2025-08-28,East,0,125.99,8.21,6.91,63,Female,6,0.5240047165618925,52.4,High
Fashion,104.69,0.0,1,Debit Card,2024-11-01,2024-11-05,South,0,104.69,6.99,29.65,68,Female,4,0.576343617537207,57.63,High
Fashion,99.12,0.1,1,Debit Card,2024-11-26,2024-12-02,Central,1,89.21,7.57,23.65,50,Male,6,0.609678585806332,60.97,High
Fashion,33.39,0.0,1,Debit Card,2024-11-25,2024-11-29,South,0,33.39,5.85,5.84,25,Female,4,0.6131899057414799,61.32,High
Fashion,15.29,0.0,2,Debit Card,2024-07-07,2024-07-12,Central,0,30.58,5.22,5.48,44,Male,5,0.55920703954211,55.92,High
Electronics,209.04,0.0,1,Credit Card,2025-05-14,2025-05-19,West,0,209.04,8.07,17.01,65,Male,5,0.5214129583017413,52.14,High
Electronics,178.23,0.0,3,PayPal,2024-06-26,2024-07-01,South,0,534.69,8.6,55.56,59,Female,5,0.531074868292495,53.11,High
Electronics,163.45,0.05,3,Credit Card,2023-11-14,2023-11-18,South,0,465.83,10.54,45.36,68,Male,4,0.5165570840220073,51.66,High
Electronics,322.01,0.15,1,Debit Card,2025-09-08,2025-09-11,Central,0,273.71,7.13,25.72,41,Female,3,0.5018137163630559,50.18,High
Fashion,25.38,0.0,1,Credit Card,2025-07-16,2025-07-20,South,0,25.38,5.22,3.66,64,Male,4,0.5616747690605589,56.17,High
Electronics,381.16,0.0,1,Debit Card,2025-06-05,2025-06-10,South,0,381.16,8.96,36.78,58,Male,5,0.5507247074461608,55.07,High
Electronics,432.25,0.0,1,Credit Card,2025-03-05,2025-03-12,East,0,432.25,8.52,43.35,53,Male,7,0.5181418922988902,51.81,High
Sports,203.8,0.15,1,Credit Card,2024-01-14,2024-01-19,South,0,173.23,7.6,44.37,53,Female,5,0.5043829705049396,50.44,High
Fashion,11.04,0.05,1,Wallet,2024-12-23,2024-12-27,Central,1,10.49,3.3,0.37,63,Female,4,0.5613763205530202,56.14,High
Electronics,72.58,0.0,2,Debit Card,2025-01-20,2025-01-23,North,1,145.16,6.36,11.06,58,Male,3,0.5009223270068044,50.09,High
Electronics,220.51,0.1,1,Debit Card,2025-02-20,2025-02-24,North,0,198.46,8.79,15.03,51,Female,4,0.5430822166620792,54.31,High
Electronics,400.95,0.0,1,Debit Card,2025-08-26,2025-08-31,East,0,400.95,8.94,39.17,55,Female,5,0.5578603487803101,55.79,High
Fashion,28.81,0.0,5,Credit Card,2023-12-29,2024-01-02,South,0,144.05,6.26,44.16,41,Other,4,0.510822174982776,51.08,High
Electronics,150.19,0.05,1,COD,2025-05-24,2025-05-30,South,0,142.68,8.19,8.93,24,Female,6,0.515402317098643,51.54,High
Beauty,29.87,0.05,1,Credit Card,2024-03-21,2024-03-25,West,0,28.38,5.15,7.62,19,Female,4,0.5170799972230657,51.71,High
Beauty,85.52,0.15,1,COD,2025-04-15,2025-04-19,North,0,72.69,6.97,25.74,52,Female,4,0.5162048363215983,51.62,High
Fashion,73.38,0.0,4,PayPal,2024-12-05,2024-12-10,East,0,293.52,9.13,93.6,52,Male,5,0.5130644459479199,51.31,High
Electronics,459.03,0.0,1,Credit Card,2023-10-17,2023-10-22,South,0,459.03,9.99,45.09,35,Female,5,0.5677183979513782,56.77,High
Electronics,272.14,0.0,1,Debit Card,2025-02-24,2025-02-27,Central,0,272.14,7.92,24.74,28,Female,3,0.5234607327034603,52.35,High
Fashion,15.54,0.0,1,Debit Card,2024-05-05,2024-05-09,North,1,15.54,4.56,0.88,28,Other,4,0.5791611017913545,57.92,High
Fashion,112.34,0.0,1,Credit Card,2025-01-07,2025-01-12,North,0,112.34,9.17,30.15,56,Female,5,0.5087694704477406,50.88,High
Sports,164.89,0.1,1,Credit Card,2024-09-29,2024-10-04,Central,1,148.4,7.08,37.44,50,Female,5,0.5591634871375738,55.92,High
Fashion,83.8,0.1,1,Debit Card,2024-03-13,2024-03-17,West,1,75.42,6.62,19.78,22,Female,4,0.6056275685095125,60.56,High
Home,195.83,0.1,1,PayPal,2025-09-06,2025-09-11,North,0,176.25,9.66,39.69,50,Male,5,0.5309429849723167,53.09,High
Electronics,448.48,0.05,1,Debit Card,2024-02-20,2024-02-24,South,1,426.06,9.85,41.28,25,Female,4,0.5874894389988478,58.75,High
Fashion,84.12,0.1,2,UPI,2024-12-11,2024-12-15,Central,0,151.42,6.89,46.11,19,Female,4,0.5231173565833087,52.31,High
Electronics,330.32,0.05,1,Debit Card,2024-10-08,2024-10-12,North,0,313.8,8.47,29.19,21,Male,4,0.5375274294256518,53.75,High
Fashion,50.1,0.0,3,Debit Card,2024-10-20,2024-10-24,West,0,150.3,7.35,45.26,54,Male,4,0.538117776529917,53.81,High
Fashion,44.56,0.0,1,Credit Card,2023-09-12,2023-09-17,East,0,44.56,4.63,10.97,40,Male,5,0.5096886137190492,50.97,High
Electronics,855.68,0.0,1,COD,2024-11-22,2024-11-26,West,0,855.68,11.07,91.61,55,Male,4,0.5103231283277073,51.03,High
Home,103.5,0.0,1,UPI,2025-06-05,2025-06-11,East,0,103.5,7.96,21.02,62,Female,6,0.5024834861383093,50.25,High
Toys,33.68,0.05,1,UPI,2024-02-06,2024-02-11,South,0,32.0,4.35,8.45,46,Male,5,0.5159513609299738,51.6,High
Fashion,84.07,0.05,1,PayPal,2025-04-26,2025-05-01,East,0,79.87,6.83,21.12,44,Female,5,0.5184436378958698,51.84,High
Home,216.48,0.05,1,COD,2024-09-18,2024-09-23,East,0,205.66,7.56,50.02,47,Female,5,0.5696509835463711,56.97,High
Fashion,16.18,0.1,3,Credit Card,2024-11-13,2024-11-18,South,0,43.69,6.26,9.03,25,Male,5,0.5216874422940037,52.17,High
Electronics,319.99,0.0,1,Debit Card,2025-02-23,2025-03-01,West,0,319.99,7.62,30.78,64,Other,6,0.5170645222461394,51.71,High
Electronics,371.35,0.1,1,Debit Card,2023-09-24,2023-09-27,Central,0,334.22,8.41,31.7,65,Female,3,0.5403941716275138,54.04,High
Fashion,109.35,0.05,1,Wallet,2024-02-13,2024-02-16,Central,1,103.88,7.6,28.76,18,Female,3,0.5469254416470841,54.69,High
Beauty,35.77,0.05,1,Debit Card,2025-01-01,2025-01-06,South,0,33.98,5.14,10.15,24,Female,5,0.5161731684662592,51.62,High
Fashion,10.68,0.0,2,PayPal,2025-08-03,2025-08-11,West,0,21.36,3.01,4.47,62,Female,8,0.5134806534191422,51.35,High
Electronics,422.69,0.0,1,COD,2024-05-15,2024-05-20,East,0,422.69,10.0,40.72,61,Female,5,0.5544506092993744,55.45,High
Electronics,551.81,0.0,1,Credit Card,2025-08-12,2025-08-18,East,0,551.81,10.4,55.82,50,Male,6,0.5642902914762236,56.43,High
Electronics,536.06,0.0,1,PayPal,2023-10-22,2023-10-27,West,0,536.06,9.55,54.78,21,Male,5,0.5350599323796174,53.51,High
Fashion,140.72,0.0,1,COD,2024-09-24,2024-09-30,West,0,140.72,7.61,41.64,45,Female,6,0.5657902765067762,56.58,High
Fashion,90.58,0.0,1,Debit Card,2024-09-11,2024-09-17,West,0,90.58,7.66,24.04,31,Male,6,0.5736181228483429,57.36,High
Fashion,72.56,0.0,1,Debit Card,2024-06-15,2024-06-20,North,0,72.56,5.56,19.84,34,Male,5,0.5931221195637714,59.31,High
Fashion,6.15,0.15,1,Credit Card,2023-10-19,2023-10-24,East,1,5.23,3.34,-1.51,25,Male,5,0.499150040133175,49.92,High
Electronics,244.72,0.0,2,PayPal,2025-07-03,2025-07-07,West,0,489.44,11.0,47.73,56,Female,4,0.5250014466363262,52.5,High
Fashion,35.4,0.0,1,UPI,2025-09-11,2025-09-15,North,0,35.4,4.45,7.94,47,Male,4,0.589382271957948,58.94,High
Electronics,558.98,0.05,1,UPI,2024-04-30,2024-05-05,South,0,531.03,9.01,54.71,21,Female,5,0.5661456634575915,56.61,High
Fashion,42.05,0.05,1,Credit Card,2025-01-09,2025-01-14,South,0,39.95,6.51,7.47,60,Male,5,0.5196171242856363,51.96,High
Electronics,605.17,0.05,1,UPI,2024-10-04,2024-10-08,West,0,574.91,10.7,58.29,55,Female,4,0.5797015492686668,57.97,High
Fashion,90.17,0.15,1,Debit Card,2025-04-02,2025-04-06,South,0,76.64,7.16,19.66,36,Male,4,0.5342680857006639,53.43,High
Sports,130.02,0.1,1,Credit Card,2024-08-02,2024-08-07,East,1,117.02,6.91,28.2,61,Male,5,0.5380085690274612,53.8,High
Fashion,79.52,0.0,2,Debit Card,2024-01-11,2024-01-16,South,0,159.04,8.28,47.38,45,Male,5,0.593558836715555,59.36,High
Electronics,145.94,0.05,1,Credit Card,2024-10-01,2024-10-05,North,0,138.64,7.29,9.35,55,Male,4,0.5844320640961805,58.44,High
Fashion,39.41,0.0,1,Credit Card,2023-11-22,2023-11-29,East,0,39.41,6.92,6.87,64,Female,7,0.5905530146397456,59.06,High
Electronics,341.85,0.15,1,Credit Card,2025-06-13,2025-06-17,Central,0,290.57,11.51,23.36,61,Female,4,0.5040076824196821,50.4,High
Electronics,565.04,0.0,1,UPI,2025-02-10,2025-02-14,North,0,565.04,9.48,58.32,26,Female,4,0.5127360341655304,51.27,High
Fashion,65.03,0.0,1,Credit Card,2025-04-27,2025-05-03,East,0,65.03,6.48,16.28,25,Male,6,0.5624197049470966,56.24,High
Electronics,247.25,0.1,1,Debit Card,2024-03-25,2024-03-29,Central,0,222.52,8.25,18.45,59,Female,4,0.5423043541606833,54.23,High
Fashion,66.66,0.05,1,Credit Card,2024-02-14,2024-02-19,Central,0,63.33,5.46,16.71,61,Male,5,0.503625328233656,50.36,High
Fashion,50.9,0.0,1,Credit Card,2023-10-10,2023-10-16,East,0,50.9,4.93,12.88,49,Female,6,0.5297032929019038,52.97,High
Home,107.08,0.1,3,PayPal,2024-05-24,2024-05-28,Central,0,289.12,7.21,73.74,56,Male,4,0.5305887041343194,53.06,High
Electronics,437.38,0.1,1,COD,2025-06-06,2025-06-10,South,0,393.64,9.46,37.78,28,Female,4,0.591923469512821,59.19,High
Electronics,238.99,0.0,1,Debit Card,2023-12-20,2023-12-26,South,0,238.99,9.5,19.18,33,Female,6,0.5280386728925155,52.8,High
Electronics,425.89,0.0,1,PayPal,2024-06-12,2024-06-15,Central,0,425.89,10.69,40.42,38,Other,3,0.521236134752908,52.12,High
Home,122.68,0.15,1,Credit Card,2025-04-05,2025-04-10,South,0,104.28,8.0,21.2,65,Male,5,0.5103169417815907,51.03,High
Sports,157.44,0.0,1,COD,2025-04-18,2025-04-24,Central,0,157.44,9.22,38.01,37,Male,6,0.49946964444620945,49.95,High
Home,197.99,0.0,1,Credit Card,2025-05-06,2025-05-09,Central,0,197.99,7.73,47.71,60,Female,3,0.5161161843805566,51.61,High
Electronics,668.65,0.0,1,Credit Card,2024-12-22,2024-12-26,South,0,668.65,10.36,69.88,52,Female,4,0.522513935191834,52.25,High
Home,14.17,0.3,5,Credit Card,2024-01-19,2024-01-24,East,1,49.59,4.91,8.98,65,Female,5,0.49925789641539176,49.93,High
Fashion,80.22,0.0,2,COD,2025-08-04,2025-08-08,South,0,160.44,8.3,47.85,49,Female,4,0.5798317237184191,57.98,High
Electronics,65.44,0.0,1,COD,2024-03-19,2024-03-24,East,0,65.44,4.98,2.87,37,Male,5,0.5161525778105849,51.62,High
Electronics,274.98,0.05,1,Credit Card,2025-01-25,2025-01-30,West,1,261.23,7.19,24.16,35,Male,5,0.5858659968393721,58.59,High
Fashion,26.02,0.0,1,UPI,2024-01-11,2024-01-16,South,0,26.02,4.79,4.32,62,Male,5,0.5554590169405241,55.55,High
Fashion,16.08,0.15,2,COD,2024-06-29,2024-07-05,East,0,27.34,5.02,4.55,50,Male,6,0.5068327384810108,50.68,High
Fashion,159.42,0.1,1,Debit Card,2025-01-27,2025-02-02,East,0,143.48,7.02,43.2,48,Female,6,0.5130449710383344,51.3,High
Electronics,319.76,0.0,1,Credit Card,2023-11-22,2023-11-26,West,0,319.76,8.58,29.79,37,Male,4,0.5352101156400135,53.52,High
Fashion,15.24,0.05,1,PayPal,2024-07-26,2024-07-31,West,0,14.48,4.23,0.84,61,Male,5,0.5727335377527256,57.27,High
Sports,96.07,0.0,1,UPI,2025-07-25,2025-07-28,North,1,96.07,6.02,22.8,69,Male,3,0.5116140148186505,51.16,High
Fashion,43.06,0.0,1,Credit Card,2023-11-05,2023-11-10,East,0,43.06,4.96,10.11,19,Female,5,0.5103748339772443,51.04,High
Electronics,66.08,0.0,1,Credit Card,2025-05-20,2025-05-24,West,0,66.08,5.74,2.19,66,Female,4,0.5306615600792042,53.07,High
Toys,42.99,0.2,1,Wallet,2024-09-23,2024-09-28,South,1,34.39,5.22,8.54,35,Male,5,0.5104507894433132,51.05,High
Fashion,32.66,0.05,1,PayPal,2024-04-26,2024-04-30,West,0,31.03,5.22,5.64,59,Female,4,0.5697856353344957,56.98,High
Electronics,443.51,0.0,2,Credit Card,2023-12-20,2023-12-23,North,1,887.02,10.17,96.27,34,Male,3,0.5411193513011638,54.11,High
Fashion,11.0,0.0,1,Credit Card,2025-07-01,2025-07-08,East,0,11.0,2.9,0.95,30,Male,7,0.532442737075289,53.24,High
Fashion,90.2,0.05,1,Debit Card,2025-02-28,2025-03-05,West,0,85.69,9.17,20.82,31,Male,5,0.5043608452179564,50.44,High
Electronics,282.06,0.0,1,Credit Card,2024-08-22,2024-08-27,East,1,282.06,9.36,24.49,18,Male,5,0.5757595013491958,57.58,High
Fashion,138.48,0.0,1,Debit Card,2025-03-29,2025-04-03,East,1,138.48,8.88,39.59,52,Female,5,0.5798236691668156,57.98,High
Electronics,61.82,0.0,1,PayPal,2023-09-26,2023-09-30,South,1,61.82,5.73,1.69,52,Female,4,0.5537869932320438,55.38,High
Fashion,58.94,0.0,1,Credit Card,2024-06-28,2024-07-01,North,0,58.94,6.9,13.73,39,Male,3,0.5740472954127699,57.4,High
Fashion,55.42,0.0,1,Debit Card,2023-10-02,2023-10-06,South,0,55.42,5.04,14.36,45,Male,4,0.5690420746877565,56.9,High
Beauty,26.03,0.05,1,Credit Card,2024-10-11,2024-10-17,West,0,24.73,5.8,5.33,18,Male,6,0.49954381858995034,49.95,High
Fashion,73.0,0.0,1,Wallet,2024-11-16,2024-11-20,Central,0,73.0,5.1,20.45,57,Female,4,0.5366000085392043,53.66,High
Fashion,25.99,0.0,1,PayPal,2023-09-17,2023-09-23,West,0,25.99,6.34,2.76,62,Female,6,0.5560470408185421,55.6,High
Electronics,247.62,0.05,1,Credit Card,2024-07-06,2024-07-10,South,0,235.24,8.31,19.92,34,Male,4,0.5541515997135449,55.42,High
Home,147.44,0.0,1,Credit Card,2024-04-09,2024-04-13,Central,0,147.44,9.19,32.09,45,Female,4,0.5361433278845069,53.61,High
Home,11.51,0.0,1,UPI,2025-01-21,2025-01-27,East,1,11.51,4.46,-1.24,38,Female,6,0.5123317870005639,51.23,High
Electronics,547.05,0.0,1,Wallet,2023-10-04,2023-10-11,West,0,547.05,9.11,56.54,44,Female,7,0.5032317416321591,50.32,High
